Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
5056,214,Wading Pool,,Wading Pool,,STEPHENSON PARK - Wading Pool
17694,215,Ball Diamond,sport,Baseball Diamond Field - C,C,BROADLANDS PARK - Baseball Diamond Field
2455,215,Drinking Fountain,,Drinking Fountain,,BROADLANDS PARK - Drinking Fountain
3475,215,Outdoor Tennis Court,,Outdoor Tennis Court,,BROADLANDS PARK - Outdoor Tennis Court (  1)
3476,215,Outdoor Tennis Court,,Outdoor Tennis Court,,BROADLANDS PARK - Outdoor Tennis Court (  2)
3477,215,Outdoor Tennis Court,,Outdoor Tennis Court,,BROADLANDS PARK - Outdoor Tennis Court (  3)
3478,215,Outdoor Tennis Court,,Outdoor Tennis Court,,BROADLANDS PARK - Outdoor Tennis Court (  4)
32227,215,Parking Lot,,Outdoor Parking Lot,,BROADLANDS PARK - Parking Lot (  1)
32226,215,Parking Lot,,Outdoor Parking Lot,,BROADLANDS PARK - Parking Lot (  2)
34365,215,Playground,,Playground Site,,BROADLANDS PARK - Playground
4780,215,Shuffle Board,,Shuffle Board,,BROADLANDS PARK - Shuffle Board
17950,216,Ball Diamond,sport,Baseball Diamond Field - C,C,SYMINGTON AVENUE PLAYGROUND - Baseball Diamond Field
2568,216,Drinking Fountain,,Drinking Fountain,,SYMINGTON AVENUE PLAYGROUND - Drinking Fountain
3657,216,Outdoor Tennis Court,,Outdoor Tennis Court,,SYMINGTON AVENUE PLAYGROUND - Outdoor Tennis Court (  1)
3658,216,Outdoor Tennis Court,,Outdoor Tennis Court,,SYMINGTON AVENUE PLAYGROUND - Outdoor Tennis Court (  2)
18676,218,Drinking Fountain,,Drinking Fountain,,FRANK STOLLERY PARKETTE - Drinking Fountain
2202,219,Drinking Fountain,,Drinking Fountain,,BEACHES PARK - Drinking Fountain
2810,219,Dogs Off-Leash Area,,Off Leash Area,,BEACHES PARK - Off Leash Area
31003,219,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,BEACHES PARK - Outdoor Fitness Equipment
3042,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  1)
3043,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  2)
3044,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  3)
3045,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  4)
3046,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  5)
3047,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  6)
3048,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  7)
3050,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  8)
3051,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court (  9)
3052,219,Outdoor Tennis Court,,Outdoor Tennis Court,,BEACHES PARK - Outdoor Tennis Court ( 10)
5525,219,Picnic Shelter,picnic,Shelter,,BEACHES PARK - Picnic Shelter
27946,219,Picnic Site,picnic,Picnic Site,,BEACHES PARK - Picnic Site
34093,219,Playground,,Playground Site,,BEACHES PARK - Playground
24962,219,Beach,,Beach,,BEACHES PARK KEW BEACH
28313,219,Picnic Site,picnic,Picnic Site,,KEW BEACH - Picnic Site (  1)
28314,219,Picnic Site,picnic,Picnic Site,,KEW BEACH - Picnic Site (  2)
23310,219,Bike Trail,,Bike Trail,,MARTIN GOODMAN TRAIL ( 23)
23311,219,Bike Trail,,Bike Trail,,MARTIN GOODMAN TRAIL ( 24)
23312,219,Bike Trail,,Bike Trail,,MARTIN GOODMAN TRAIL ( 25)
23313,219,Bike Trail,,Bike Trail,,MARTIN GOODMAN TRAIL ( 26)
23314,219,Bike Trail,,Bike Trail,,MARTIN GOODMAN TRAIL ( 27)
23315,219,Bike Trail,,Bike Trail,,MARTIN GOODMAN TRAIL ( 28)
23316,219,Bike Trail,,Bike Trail,,MARTIN GOODMAN TRAIL ( 29)
2400,220,Drinking Fountain,,Drinking Fountain,,COLEMAN PARK - Drinking Fountain
58232,220,Outdoor Table Tennis,,Outdoor Table Tennis,,COLEMAN PARK - Outdoor Table Tennis
3407,220,Outdoor Tennis Court,,Outdoor Tennis Court,,COLEMAN PARK - Outdoor Tennis Court (  1)
3408,220,Outdoor Tennis Court,,Outdoor Tennis Court,,COLEMAN PARK - Outdoor Tennis Court (  2)
34419,220,Playground,,Playground Site,,COLEMAN PARK - Playground
4669,220,Wading Pool,,Wading Pool,,COLEMAN PARK - Wading Pool
2581,221,Drinking Fountain,,Drinking Fountain,,SUMACH - SHUTER PARKETTE - Drinking Fountain
33867,221,Playground,,Playground Site,,SUMACH - SHUTER PARKETTE - Playground
5045,221,Wading Pool,,Wading Pool,,SUMACH - SHUTER PARKETTE - Wading Pool
2722,224,Drinking Fountain,,Drinking Fountain,,NORTHUMBERLAND PLAYGROUND - Drinking Fountain
34227,224,Playground,,Playground Site,,NORTHUMBERLAND PLAYGROUND - Playground
5323,224,Wading Pool,,Wading Pool,,NORTHUMBERLAND PLAYGROUND - Wading Pool
2396,226,Drinking Fountain,,Drinking Fountain,,COLUMBUS PARKETTE - Drinking Fountain
29341,226,Fieldhouse,,Fieldhouse,,COLUMBUS PARKETTE - Fieldhouse
34424,226,Playground,,Playground Site,,COLUMBUS PARKETTE - Playground
4659,226,Wading Pool,,Wading Pool,,COLUMBUS PARKETTE - Wading Pool
2566,227,Drinking Fountain,,Drinking Fountain,,TADDLE CREEK PARK - Drinking Fountain
33874,227,Playground,,Playground Site,,TADDLE CREEK PARK - Playground
2719,228,Drinking Fountain,,Drinking Fountain,,NORWOOD PARK - Drinking Fountain (  1)
2720,228,Drinking Fountain,,Drinking Fountain,,NORWOOD PARK - Drinking Fountain (  2)
29590,228,Fieldhouse,,Fieldhouse,,NORWOOD PARK - Fieldhouse
29590,228,Washroom Facility,,Washroom Building,,NORWOOD PARK - Fieldhouse
2851,228,Dogs Off-Leash Area,,Off Leash Area,,NORWOOD PARK - Off Leash Area
3959,228,Outdoor Tennis Court,,Outdoor Tennis Court,,NORWOOD PARK - Outdoor Tennis Court (  1)
3960,228,Outdoor Tennis Court,,Outdoor Tennis Court,,NORWOOD PARK - Outdoor Tennis Court (  2)
3961,228,Outdoor Tennis Court,,Outdoor Tennis Court,,NORWOOD PARK - Outdoor Tennis Court (  3)
3962,228,Outdoor Tennis Court,,Outdoor Tennis Court,,NORWOOD PARK - Outdoor Tennis Court (  4)
3963,228,Outdoor Tennis Court,,Outdoor Tennis Court,,NORWOOD PARK - Outdoor Tennis Court (  5)
34228,228,Playground,,Playground Site,,NORWOOD PARK - Playground
5318,228,Wading Pool,,Wading Pool,,NORWOOD PARK - Wading Pool
17839,229,Ball Diamond,sport,Baseball Diamond Field - C,C,LIONEL CONACHER PARK - Baseball Diamond Field
2173,229,Drinking Fountain,,Drinking Fountain,,LIONEL CONACHER PARK - Drinking Fountain
34174,229,Playground,,Playground Site,,LIONEL CONACHER PARK - Playground
4140,229,Wading Pool,,Wading Pool,,LIONEL CONACHER PARK - Wading Pool
2479,231,Drinking Fountain,,Drinking Fountain,,BEATY AVENUE PARKETTE - Drinking Fountain
33979,231,Playground,,Playground Site,,BEATY AVENUE PARKETTE - Playground
2385,232,Drinking Fountain,,Drinking Fountain,,COURTHOUSE SQUARE PARK - Drinking Fountain
48372,234,Computer/Training Room,room,Room-Computer/Training - C,C,MATTY ECKLER RECREATION CENTRE - Computer-Training
48373,234,Dance Studio,,Room - C,C,MATTY ECKLER RECREATION CENTRE - Dance Studio
30423,234,Dressing Room,,Change Room ,,MATTY ECKLER RECREATION CENTRE - Dressing Room - Female (  1)
30424,234,Dressing Room,,Change Room ,,MATTY ECKLER RECREATION CENTRE - Dressing Room - Female (  2)
30425,234,Dressing Room,,Change Room ,,MATTY ECKLER RECREATION CENTRE - Dressing Room - Female (  3)
30426,234,Dressing Room,,Change Room ,,MATTY ECKLER RECREATION CENTRE - Dressing Room - Male (  1)
30427,234,Dressing Room,,Change Room ,,MATTY ECKLER RECREATION CENTRE - Dressing Room - Male (  2)
30428,234,Dressing Room,,Change Room ,,MATTY ECKLER RECREATION CENTRE - Dressing Room - Male (  3)
40859,234,Fitness/Weight Room,,Room-Fitness/Weight - C,C,MATTY ECKLER RECREATION CENTRE - Fitness Centre
46446,234,Games Room,room,Games Room,,MATTY ECKLER RECREATION CENTRE - Games Room (  1)
48374,234,Games Room,room,Games Room - C,C,MATTY ECKLER RECREATION CENTRE - Games Room (  2)
41427,234,Gymnasium,gym,Gymnasium - B,B,MATTY ECKLER RECREATION CENTRE - Gymnasium
10495,234,Indoor Pool,pool,Indoor Pool Tank - B,B,MATTY ECKLER RECREATION CENTRE - Indoor Pool Tank
29872,234,Kitchen,room,Kitchen,,MATTY ECKLER RECREATION CENTRE - Kitchen
48375,234,Lounge,room,Room - C,C,MATTY ECKLER RECREATION CENTRE - Lounge
48025,234,Multipurpose Room,room,Room - C,C,MATTY ECKLER RECREATION CENTRE - Multipurpose Room (  1)
48376,234,Multipurpose Room,room,Room - C,C,MATTY ECKLER RECREATION CENTRE - Multipurpose Room (  2)
48377,234,Multipurpose Room,room,Room - B,B,MATTY ECKLER RECREATION CENTRE - Multipurpose Room (  3)
48026,234,Preschool,room,Preschool - C,C,MATTY ECKLER RECREATION CENTRE - Preschool
17918,235,Ball Diamond,sport,Baseball Diamond Field - B,B,RUNNYMEDE PARK - Baseball Diamond Field
2650,235,Drinking Fountain,,Drinking Fountain,,RUNNYMEDE PARK - Drinking Fountain
3778,235,Outdoor Tennis Court,,Outdoor Tennis Court,,RUNNYMEDE PARK - Outdoor Tennis Court (  1)
3779,235,Outdoor Tennis Court,,Outdoor Tennis Court,,RUNNYMEDE PARK - Outdoor Tennis Court (  2)
32441,235,Parking Lot,,Outdoor Parking Lot,,RUNNYMEDE PARK - Parking Lot
42646,235,Playground,,Playground Site,,RUNNYMEDE PARK - Playground E
33905,235,Playground,,Playground Site,,RUNNYMEDE PARK - Playground W
17919,235,Sport Field,sport,Soccer Field - B,B,RUNNYMEDE PARK - Soccer Field
5150,235,Wading Pool,,Wading Pool,,RUNNYMEDE PARK - Wading Pool
2717,236,Drinking Fountain,,Drinking Fountain,,OAKCREST PARKETTE - Drinking Fountain
2850,236,Dogs Off-Leash Area,,Off Leash Area,,OAKCREST PARKETTE - Off Leash Area
49751,236,Outdoor Table Tennis,,Outdoor Table Tennis,,OAKCREST PARKETTE - Outdoor Table Tennis
34230,236,Playground,,Playground Site,,OAKCREST PARKETTE - Playground
5315,236,Wading Pool,,Wading Pool,,OAKCREST PARKETTE - Wading Pool
2664,237,Drinking Fountain,,Drinking Fountain,,ROBERT BATEMAN PARKETTE - Drinking Fountain
2513,238,Drinking Fountain,,Drinking Fountain,,TRINITY SQUARE - Drinking Fountain
18707,240,Drinking Fountain,,Drinking Fountain,,RYERSON COMMUNITY PARK - Drinking Fountain
43574,240,Outdoor Rink,ice,Outdoor Ice Pad,,RYERSON COMMUNITY PARK - Outdoor Ice Pad
32963,240,Changeroom Facility,,Changeroom Building,,RYERSON COMMUNITY PARK A.I.R. BUILDING
18194,241,Ball Diamond,sport,Baseball Diamond Field - B,B,TRINITY BELLWOODS PARK - Baseball Diamond Field (  1)
18195,241,Ball Diamond,sport,Baseball Diamond Field - B,B,TRINITY BELLWOODS PARK - Baseball Diamond Field (  2)
18196,241,Ball Diamond,sport,Baseball Diamond Field - A,A,TRINITY BELLWOODS PARK - Baseball Diamond Field (  3)
2515,241,Drinking Fountain,,Drinking Fountain,,TRINITY BELLWOODS PARK - Drinking Fountain (  1)
2516,241,Drinking Fountain,,Drinking Fountain,,TRINITY BELLWOODS PARK - Drinking Fountain (  2)
2517,241,Drinking Fountain,,Drinking Fountain,,TRINITY BELLWOODS PARK - Drinking Fountain (  3)
2518,241,Drinking Fountain,,Drinking Fountain,,TRINITY BELLWOODS PARK - Drinking Fountain (  4)
44722,241,Multipurpose Field,,Multipurpose Field - B,B,TRINITY BELLWOODS PARK - Multipurpose Field (  1)
44723,241,Multipurpose Field,,Multipurpose Field - C,C,TRINITY BELLWOODS PARK - Multipurpose Field (  2)
2839,241,Dogs Off-Leash Area,,Off Leash Area,,TRINITY BELLWOODS PARK - Off Leash Area
14304,241,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,TRINITY BELLWOODS PARK - Outdoor Artificial Ice Rink
31018,241,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,TRINITY BELLWOODS PARK - Outdoor Fitness Equipment
43607,241,Outdoor Rink,ice,Outdoor Ice Pad,,TRINITY BELLWOODS PARK - Outdoor Ice Pad
3585,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  1)
3586,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  2)
3587,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  3)
3588,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  4)
3589,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  5)
3590,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  6)
3591,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  7)
3592,241,Outdoor Tennis Court,,Outdoor Tennis Court,,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  8)
32490,241,Parking Lot,,Outdoor Parking Lot,,TRINITY BELLWOODS PARK - Parking Lot
28354,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  1)
49599,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  2)
49600,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  3)
49601,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  4)
49602,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  5)
49603,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  6)
49604,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  7)
49605,241,Picnic Site,picnic,Picnic Site,,TRINITY BELLWOODS PARK - Picnic Site (  8)
34298,241,Playground,,Playground Site,,TRINITY BELLWOODS PARK - Playground N
42728,241,Playground,,Playground Site,,TRINITY BELLWOODS PARK - Playground S
43675,241,Sportspad Area,,Sportspad Area,,TRINITY BELLWOODS PARK - Sportspad Area
3593,241,Outdoor Volleyball Court,,Outdoor Volleyball Court,,TRINITY BELLWOODS PARK - Volleyball Court (  1)
3594,241,Outdoor Volleyball Court,,Outdoor Volleyball Court,,TRINITY BELLWOODS PARK - Volleyball Court (  2)
4918,241,Wading Pool,,Wading Pool,,TRINITY BELLWOODS PARK - Wading Pool
29717,241,Fieldhouse,,Fieldhouse,,TRINITY BELLWOODS PARK - Washroom Building (  1)
29717,241,Washroom Facility,,Washroom Building,,TRINITY BELLWOODS PARK - Washroom Building (  1)
29716,241,Changeroom Facility,,Changeroom Building,,TRINITY BELLWOODS PARK - Washroom Building (  2)
29716,241,Washroom Facility,,Washroom Building,,TRINITY BELLWOODS PARK - Washroom Building (  2)
29716,241,Fieldhouse,,Fieldhouse,,TRINITY BELLWOODS PARK - Washroom Building (  2)
24047,241,Bike Trail,,Bike Trail,,TRINITY BELLWOODS PARK TRAIL ( 32)
24043,241,Bike Trail,,Bike Trail,,TRINITY BELLWOODS PARK TRAIL ( 33)
24045,241,Bike Trail,,Bike Trail,,TRINITY BELLWOODS PARK TRAIL ( 35)
24042,241,Bike Trail,,Bike Trail,,TRINITY BELLWOODS PARK TRAIL ( 36)
24048,241,Bike Trail,,Bike Trail,,TRINITY BELLWOODS PARK TRAIL ( 37)
41455,243,Gymnasium,gym,Gymnasium - C,C,PARKDALE COMMUNITY RECREATION CENTRE - Gymnasium (  1)
49102,243,Gymnasium,gym,Gymnasium - C,C,PARKDALE COMMUNITY RECREATION CENTRE - Gymnasium (  2)
10500,243,Indoor Pool,pool,Indoor Pool Tank - B,B,PARKDALE COMMUNITY RECREATION CENTRE - Indoor Pool Tank
48416,243,Multipurpose Room,room,Room - C,C,PARKDALE COMMUNITY RECREATION CENTRE - Multipurpose Room (  1)
48417,243,Multipurpose Room,room,Room - C,C,PARKDALE COMMUNITY RECREATION CENTRE - Multipurpose Room (  2)
48418,243,Multipurpose Room,room,Room - C,C,PARKDALE COMMUNITY RECREATION CENTRE - Multipurpose Room (  3)
48419,243,Multipurpose Room,room,Room - C,C,PARKDALE COMMUNITY RECREATION CENTRE - Multipurpose Room (  4)
48420,243,Multipurpose Room,room,Room - C,C,PARKDALE COMMUNITY RECREATION CENTRE - Multipurpose Room (  5)
2714,244,Drinking Fountain,,Drinking Fountain,,ONTARIO STREET PARKETTE - Drinking Fountain
34235,244,Playground,,Playground Site,,ONTARIO STREET PARKETTE - Playground
21885,245,Bike Trail,,Bike Trail,,BELTLINE TRAIL ( 75)
21886,245,Bike Trail,,Bike Trail,,BELTLINE TRAIL ( 76)
34544,245,Playground,,Playground Site,,NESHAMA PLAYGROUND
17881,245,Ball Diamond,sport,Baseball Diamond Field - B,B,ORIOLE PARK - TORONTO - Baseball Diamond Field
2711,245,Drinking Fountain,,Drinking Fountain,,ORIOLE PARK - TORONTO - Drinking Fountain (  1)
2712,245,Drinking Fountain,,Drinking Fountain,,ORIOLE PARK - TORONTO - Drinking Fountain (  2)
3944,245,Outdoor Tennis Court,,Outdoor Tennis Court,,ORIOLE PARK - TORONTO - Outdoor Tennis Court (  1)
3945,245,Outdoor Tennis Court,,Outdoor Tennis Court,,ORIOLE PARK - TORONTO - Outdoor Tennis Court (  2)
28333,245,Picnic Site,picnic,Picnic Site,,ORIOLE PARK - TORONTO - Picnic Site
5299,245,Splash Pad,,Splash/Spray Pad,,ORIOLE PARK - TORONTO - Splash/Spray Pad
5300,245,Wading Pool,,Wading Pool,,ORIOLE PARK - TORONTO - Wading Pool
37106,245,Washroom Facility,,Washroom Building,,ORIOLE PARK - TORONTO - Washroom Building
34286,246,Playground,,Playground Site,,TIVERTON AVENUE PARKETTE - Playground
2710,247,Drinking Fountain,,Drinking Fountain,,ORMSKIRK PARK - Drinking Fountain
34545,247,Playground,,Playground Site,,ORMSKIRK PARK - Playground
2709,248,Drinking Fountain,,Drinking Fountain,,OSLER PLAYGROUND - Drinking Fountain
34546,248,Playground,,Playground Site,,OSLER PLAYGROUND - Playground
5295,248,Wading Pool,,Wading Pool,,OSLER PLAYGROUND - Wading Pool
2478,249,Drinking Fountain,,Drinking Fountain,,BEATY BOULEVARD PARKETTE - Drinking Fountain
2830,250,Dogs Off-Leash Area,,Off Leash Area,,VERMONT SQUARE - Off Leash Area
3456,250,Outdoor Bocce Court,,Outdoor Bocce Court,,VERMONT SQUARE - Outdoor Bocce Court (  1)
3457,250,Outdoor Bocce Court,,Outdoor Bocce Court,,VERMONT SQUARE - Outdoor Bocce Court (  2)
3458,250,Outdoor Bocce Court,,Outdoor Bocce Court,,VERMONT SQUARE - Outdoor Bocce Court (  3)
49833,250,Outdoor Table Tennis,,Outdoor Table Tennis,,VERMONT SQUARE - Outdoor Table Tennis
32493,250,Parking Lot,,Outdoor Parking Lot,,VERMONT SQUARE - Parking Lot
49606,250,Picnic Site,picnic,Picnic Site,,VERMONT SQUARE - Picnic Site
34304,250,Playground,,Playground Site,,VERMONT SQUARE - Playground
4743,250,Wading Pool,,Wading Pool,,VERMONT SQUARE - Wading Pool
30567,251,Dressing Room,,Change Room ,,OTTER CREEK CENTRE - Dressing Room - Female
30568,251,Dressing Room,,Change Room ,,OTTER CREEK CENTRE - Dressing Room - Male
30569,251,Dressing Room,,Change Room ,,OTTER CREEK CENTRE - Dressing Room - Unisex
43566,251,Outdoor Rink,ice,Outdoor Ice Pad,,OTTER CREEK CENTRE - Outdoor Ice Pad (  1)
14070,251,Outdoor Rink,ice,Outdoor Ice Pad,,OTTER CREEK CENTRE - Outdoor Ice Pad (  2)
47062,254,Outdoor track,,Outdoor Track,,PANTRY PARK - Outdoor Track
17884,254,Sport Field,sport,Soccer Field,,PANTRY PARK - Soccer Field
32744,254,Washroom Facility,,Washroom Building,,PANTRY PARK FIELDHOUSE AND WASHROOM
32744,254,Fieldhouse,,Fieldhouse,,PANTRY PARK FIELDHOUSE AND WASHROOM
2428,255,Drinking Fountain,,Drinking Fountain,,VICTORIA MEMORIAL SQUARE PARK - Drinking Fountain
29722,255,Fieldhouse,,Fieldhouse,,VICTORIA MEMORIAL SQUARE PARK - Fieldhouse
34306,255,Playground,,Playground Site,,VICTORIA MEMORIAL SQUARE PARK - Playground
3405,257,Outdoor Basketball Court,,Basketball Court,,VINE AVENUE PLAYGROUND - Basketball Court
2395,257,Drinking Fountain,,Drinking Fountain,,VINE AVENUE PLAYGROUND - Drinking Fountain
29723,257,Fieldhouse,,Fieldhouse,,VINE AVENUE PLAYGROUND - Fieldhouse
34308,257,Playground,,Playground Site,,VINE AVENUE PLAYGROUND - Playground E
42729,257,Playground,,Playground Site,,VINE AVENUE PLAYGROUND - Playground W
4656,257,Wading Pool,,Wading Pool,,VINE AVENUE PLAYGROUND - Wading Pool
3342,259,Outdoor Basketball Court,,Basketball Court,,WADSWORTH PARK - Basketball Court
2355,259,Drinking Fountain,,Drinking Fountain,,WADSWORTH PARK - Drinking Fountain
34310,259,Playground,,Playground Site,,WADSWORTH PARK - Playground
17969,259,Sport Field,sport,Soccer Field - B,B,WADSWORTH PARK - Soccer Field
4570,259,Wading Pool,,Wading Pool,,WADSWORTH PARK - Wading Pool
4540,260,BMX Bike Area,,BMX Bike Area,,WALLACE EMERSON BMX PARK
3331,260,Outdoor Basketball Court,,Basketball Court,,WALLACE EMERSON PARK - Basketball Court
2346,260,Drinking Fountain,,Drinking Fountain,,WALLACE EMERSON PARK - Drinking Fountain
29201,260,Firepit,,Firepit,,WALLACE EMERSON PARK - Firepit
17971,260,Multipurpose Field,,Multipurpose Field - C,C,WALLACE EMERSON PARK - Multipurpose Field
43609,260,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,WALLACE EMERSON PARK - Outdoor Ice Pad (  1)
43609,260,Outdoor Rink,ice,Outdoor Ice Pad - A,A,WALLACE EMERSON PARK - Outdoor Ice Pad (  1)
14306,260,Outdoor Rink,ice,Outdoor Ice Pad,,WALLACE EMERSON PARK - Outdoor Ice Pad (  2)
34312,260,Playground,,Playground Site,,WALLACE EMERSON PARK - Playground
2476,263,Drinking Fountain,,Drinking Fountain,,BELLEVUE SQUARE PARK - Drinking Fountain
30971,263,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,BELLEVUE SQUARE PARK - Outdoor Fitness Equipment
33769,263,Playground,,Playground Site,,BELLEVUE SQUARE PARK - Playground
29282,263,Washroom Facility,,Washroom Building,,BELLEVUE SQUARE PARK - Washroom Building
17972,265,Ball Diamond,sport,Baseball Diamond Field - C,C,WANLESS PARK - Baseball Diamond Field
3283,265,Outdoor Basketball Court,,Basketball Court,,WANLESS PARK - Basketball Court
13302,265,Drinking Fountain,,Drinking Fountain,,WANLESS PARK - Drinking Fountain
29724,265,Washroom Facility,,Washroom Building,,WANLESS PARK - Fieldhouse
29724,265,Fieldhouse,,Fieldhouse,,WANLESS PARK - Fieldhouse
36664,265,Multipurpose Field,,Multipurpose Field - C,C,WANLESS PARK - Multipurpose Field
3285,265,Outdoor Tennis Court,,Outdoor Tennis Court,,WANLESS PARK - Outdoor Tennis Court (  1)
3286,265,Outdoor Tennis Court,,Outdoor Tennis Court,,WANLESS PARK - Outdoor Tennis Court (  2)
